產品碼,產品名稱,選項,預期,已計算
333,LT0408----日本-中岛润滑油-小200ML----333,,3.0000,
334,LT0005----日本-润滑油低浓度360ml----334,,3.0000,
335,ins21----INS雙兔子電子震動環延時水晶套環情趣用品夫妻用品女用高潮自慰----335,,3.0000,
3355,"GE1211001-02M----率性而為 乾練及膝秋冬款中褲（黑）-M----3355",,3.0000,
3356,"GE1210005M----溫柔小女人 簡約條紋牙刷絨開衫式上衣----3356",,3.0000,
3357,"GE1210003M----小資情調 優雅玫瑰花絨短款馬甲----3357",,3.0000,
3358,"GE1210004M----瑰麗佳人 優雅玫瑰花絨短款上衣----3358",,3.0000,
3359,"GE1210002M----純情美妞 可愛蝴蝶結拼接小背心----3359",,3.0000,
336,"580514----凸點一段波安全套 10 片裝----336",,3.0000,
3360,"GE1210006M----白領麗人 精致不對稱洋裝式包臀長上衣-M----3360",,3.0000,
3361,"GE1206006L----飛揚青春 時尚包臀拼接短裙（牛仔藍）-L----3361",,3.0000,
3362,"GE1206018M----都會風尚 時尚高腰顯瘦短褲（紅黑白格子）- M----3362",,3.0000,
3363,"GE1206020L----周末時光 時尚寬筒休閑短褲（黑白格子）- L----3363",,3.0000,
3364,"GE1204007----溫香美人 優雅圓領蕾絲長袖洋裝上衣（黑）----3364",,3.0000,
3365,"GE1110017----媚情芙蓉 時尚荷葉邊式蕾絲圓領長袖針織上衣（黑）----3365",,3.0000,
3366,"GE1204005----黑白達人 時尚條紋長袖針織上衣（黑白條紋）----3366",,3.0000,
3367,"GE1206026-3----恣情慵懶 圓領長袖露肩長款上衣（灰）----3367",,3.0000,
3368,"G010016L----短袖圓領百搭打底衫（白）- L----3368",,3.0000,
3369,"GE1108009----蝶戀花 夢幻喇叭袖雪紡長裙（白底紅花）----3369",,3.0000,
337,LT0004----日本-润滑油低浓度250ml----337,,3.0000,
3370,"GE1108008----翩然雅韻 蕾絲蝴蝶結優雅連衣裙（黑）----3370",,3.0000,
3371,"GE1108017----都市女郎 時尚圓領長袖拼接連衣裙（白+灰）----3371",,3.0000,
3372,"GE1108011----藍色多瑙河圓舞曲 經典蓬蓬半身短裙（藍）----3372",,3.0000,
3373,"GE1110001----層層迷戀 可愛牛仔休閑荷葉邊半身蛋糕短裙（藍）----3373",,3.0000,
3374,"G010013L----纖纖羽裳 蕾絲三分安全打底褲（黑）-L----3374",,3.0000,
3375,"GE1108007----清風蝶舞 時尚浪漫蝴蝶袖雪紡上衣（碎花粉）----3375",,3.0000,
3376,"GE1108010----藍色精靈 波點花邊圓領長袖連衣裙（藍底白點）----3376",,3.0000,
3377,"GE1108005----俏皮甜妞 可愛多穿式雪紡半身裙（黑底白花）----3377",,3.0000,
3378,"GE1109005----浪漫甜心 雪紡甜美顯瘦透視圓領口袋罩衫（粉）----3378",,3.0000,
3379,"GE1109003----舞動女孩 甜美可愛淑女雪紡長袖上衣（藍）----3379",,3.0000,
338,LT0003----日本-润滑油低浓度140ml----338,,3.0000,
3380,"GE1109004----珠珠相戀 雪紡荷葉邊時尚三分袖時尚上衣 （綠）----3380",,3.0000,
3381,"GE1108020----情戀百合 時尚花邊短袖連衣裙（黑）----3381",,3.0000,
3382,"GE1108029----黑色柔情 韓版時尚圓領長袖上衣（黑）----3382",,3.0000,
3383,"GE1110018----完美層次 修身條紋牛柏葉長款背心連衣裙（黑白條紋）----3383",,3.0000,
3384,"GE1110005----亮麗女王 修身顯瘦OL假兩件條紋牛柏葉連衣裙（黑+條紋）测试修改----3384",,3.0000,
3385,"GE1109006----宮廷名媛  荷葉領修身顯瘦氣質長袖上衣（紅白細條紋）----3385",,3.0000,
3386,"GE1108026----張揚自我 韓版時尚顯瘦連衣裙（粉藕+黑）----3386",,3.0000,
3387,"GE1108018----清爽夏日 時尚多層蕾絲小抹胸（黑）----3387",,3.0000,
3388,"GE1108027----粉色主義 時尚修身OL氣質上衣（粉）----3388",,3.0000,
3389,"GE1108023----純潔天使 時尚高領網紗打底衫（白）----3389",,3.0000,
339,LT0207----最佳伴侣热感装润滑油50ml----339,,3.0000,
3390,"GE1108021----雪馨沁夢 美背式性感無袖上衣（白）----3390",,3.0000,
3391,"GE1110010----守候幸福 優雅長袖花邊上衣（寶藍）----3391",,3.0000,
3392,"GE1110003----優雅時光 排扣立領蕾絲百搭上衣（黑）----3392",,2.0000,
3393,"GE1110016----漫天飛舞 翻領拼接顯瘦燈芯絨上衣（灰+白底碎花）----3393",,3.0000,
3394,"GE1109008----氣質名媛 公主圓領泡泡袖上衣（咖啡）----3394",,3.0000,
3395,"GE1109002----氣質美人 韓版圓領修身顯瘦束腰長袖連衣裙（米色）----3395",,3.0000,
3396,"GE1110002----浪漫狂想 圓領修身條紋上衣（黑+灰）----3396",,3.0000,
3397,"GE1109001----淘氣寶貝 條紋寬版五分袖上衣（黑+灰）----3397",,3.0000,
3398,"GE1109007----簡單制勝 大圓領長袖條紋上衣（藍+黑）----3398",,3.0000,
3399,"GE1110022----夢幻娃娃 淑女百搭可愛立領打底衫上衣（粉）----3399",,3.0000,
34,5121-8----[加拿大BMS]橡胶黑色三速笔型按摩器----34,,3.0000,
340,E0202001-3----硅膠隱形豐胸墊－托高----340,,3.0000,
3400,"GE1110007-3----天使寶貝 時尚修身百搭長袖T恤（紅）----3400",,3.0000,
3401,"GE1110025----夏日誘惑 韓版蕾絲雙層半身短裙（黑）----3401",,3.0000,
3402,"GE1110021----純淨迷人 優雅氣質側領結百搭上衣（白）----3402",,3.0000,
3403,"GE1111004----白色戀曲 V領時尚修身包臀五分袖連衣裙（白色）----3403",,3.0000,
3404,"GE1111001----魅力四射 修身短款顯瘦翻領羊毛呢西裝小外套（淺粉）----3404",,3.0000,
3405,"GE1110011----韓系風采 無扣雙口袋長袖薄外套（黑）----3405",,3.0000,
3406,"GE1110023-2----悠然美學 韓版休閑斜拉鏈開衫薄外套（黑）----3406",,3.0000,
3407,"GE1110023-1----悠然美學 韓版休閑斜拉鏈開衫薄外套（咖啡）----3407",,3.0000,
3408,"GE1110014----秀出精彩 韓版高領長袖打底衫（咖啡）----3408",,3.0000,
3409,"GE1110012----紫色眷戀 韓版連帽休閑修身外套（紫）----3409",,3.0000,
341,LT0206----最佳伴侣冰感装润滑油50ml----341,,3.0000,
3410,"GE1108003----煦色韶光 方領長袖全棉長版上衣（桃紅）----3410",,3.0000,
3411,"GE1110015----風情焦點 大翻領配色韓版時尚上衣(黑+灰)----3411",,3.0000,
3412,"GE1110006----黑白格調 無領雙排扣修身短外套（黑+白）----3412",,3.0000,
3413,"GE1108025----淑女風范 簡約修身獨特蝴蝶結連衣裙（桃紅）----3413",,3.0000,
3414,"GE1110009----夢幻都市 淑女百搭顯瘦翻領羊毛呢西裝外套（淺粉）----3414",,3.0000,
3415,"GE1110013----率性自我 百搭素面圓領連身羊毛呢背心裙（灰）----3415",,3.0000,
3416,"GE1110024----黑色風暴 韓版修身雙排扣長款羊毛呢大衣外套（黑）----3416",,3.0000,
3417,"GE1108004----街拍女王 時尚潮流簡約哈倫褲（黑）----3417",,3.0000,
3418,"GE1108006----煙雨芳菲 簡約時尚圓領長袖上衣（黑）----3418",,3.0000,
3419,"GE1110020----濃濃迷情 韓版時尚七分寬袖上衣（神秘黑）----3419",,3.0000,
342,LT0205----最佳伴侣超滑装润滑油50ml----342,,3.0000,
3420,"GE1110019----古典美人 雙排扣秋冬裝毛呢連帽外套大衣（黑）----3420",,3.0000,
3421,"GE1108028----浪漫幻想 韓版圓領條紋顯瘦連衣裙----3421",,3.0000,
3422,"GE1108015----麗質名媛 簡約V領長袖連衣裙（紫）----3422",,3.0000,
3423,"GE1108014----動感女孩 經典條紋休閑連衣裙（粉紅灰條紋）----3423",,3.0000,
3424,"GE1108013----秋意深濃 時尚蕾絲花邊高領百搭上衣（黑）----3424",,3.0000,
3425,"GE1108012----蓬蓬戀人 時尚松緊包臀連衣裙（黑）----3425",,3.0000,
3426,"GE1108022-2----尤雅動人 時尚垂領假兩件上衣（黑）----3426",,3.0000,
3427,"GE1108016----貓咪寶貝 可愛短袖長版上衣（灰+黑）----3427",,3.0000,
3428,"GE1108019----暖心小寶貝 時尚短袖長版上衣（黑+藍）----3428",,3.0000,
3429,"GE1107009----森林系女孩 碎花亮片兩穿式長裙（白底綠花）----3429",,3.0000,
343,LT0201----雅润-人体润滑剂120g----343,,3.0000,
3430,"GE1107007-2----花瓣公主 圓領三層泡泡袖時尚百搭T恤衫（黑）----3430",,3.0000,
3431,"GE1107006-2----宮廷風尚 圓領短袖時尚T恤衫（黑）----3431",,3.0000,
3432,"GE1107005----鄰家女孩 梯形領短袖蝴蝶結連衣裙（粉）----3432",,3.0000,
3433,"GE1107004-2----公主夢想 圓領泡泡袖百搭上衣（黑）----3433",,3.0000,
3434,"GE1107004-1----公主夢想 圓領泡泡袖百搭上衣（白）----3434",,3.0000,
3435,"GE1107003-2----簡約氣質 V領短袖百搭打底衫（黑）----3435",,3.0000,
3436,"GE1107002-2----經典情懷 圓領短袖百搭打底衫（黑）----3436",,3.0000,
3437,"GE1107001-2----迷人香肩 V領露肩時尚T恤衫（黑）----3437",,3.0000,
3438,"G010021----青春活力 純棉立領式休閑外套（白）----3438",,3.0000,
3439,G010019----長袖圓領時尚百搭打底衫（黑）----3439,,3.0000,
344,25.50----胶原蛋白装-杜伊特水溶性人体润滑液40ml----344,,3.0000,
3440,G010017----蕾絲百搭花邊小可愛吊帶衫-白----3440,,3.0000,
3441,G010016M----短袖圓領百搭打底衫（白）-M----3441,,3.0000,
3442,G010015----V領純色針織開衫（灰）----3442,,3.0000,
3443,"G010013M----纖纖羽裳 蕾絲三分安全打底褲（黑）-M----3443",,3.0000,
3444,"G010011----纖纖羽裳 冰絲經典百搭打底褲（黑）－五分----3444",,3.0000,
3445,"G000019----野餐時間 朵朵碎花圓領衫----3445",,3.0000,
3446,"G000748-1----經典穿搭 暗紋圓領衫-灰----3446",,3.0000,
3447,"G000788----細節制勝 領口提花插袋衫----3447",,3.0000,
3448,"G000017----恬靜淑女 鏤空編織褶皺領短衫----3448",,3.0000,
3449,"G000861----休閑運動風 灰色修身翻領衫     测试三池崇史搜索 12312312312----3449",,1007.0000,
345,LT0211----抑菌装-杜伊特水溶性人体润滑液40ml----345,,3.0000,
3450,"test ppp----1111111111 测试商品----3450",,3.0000,
3451,"G010015111111111----2222222222 测试商品----3451",,3.0000,
3452,ttest----xxx----3452,,3.0000,
3453,"test ppp----[加拿大BMS] 超级 222----3453",,3.0000,
3454,"test ppp----[加拿大BMS] 222----3454",,3.0000,
3455,"test ppp----[加拿大BMS] 222----3455",,3.0000,
3456,"test 333----333----3456",,3.0000,
3457,"test 444----444----3457",,3.0000,
3458,"test 555----555----3458",,3.0000,
3459,1111----test----3459,,3.0000,
346,"LT0212----滋养装-杜伊特水溶性人体润滑液 40ml----346",,3.0000,
3460,"test 2016-7-4----2016-7-4 测试商品----3460",,3.0000,
3461,testest123123----testest123123----3461,,3.0000,
3462,13141314----1314----3462,,3.0000,
3463,"kkpp----日本GENMU 三代 COZY 香舌挑逗 新素材 緊緻加強版 吸吮真妙杯-桃紅----3463",,2.0000,
347,F0312058----蝴蝶公主-超彈性感漁網及膝網襪----347,,3.0000,
348,E0202001-2----硅膠隱形豐胸墊－昇級----348,,3.0000,
349,E0202001-1----硅膠隱形豐胸墊－防擴----349,,3.0000,
35,RT0069----意大利棒-紫----35,,3.0000,
350,LT0215----内分泌调理装-杜伊特水溶性人体润滑液40ml----350,,3.0000,
351,LT0295----倍力乐高级果胶-番茄味80ml----351,,3.0000,
352,LT2094----倍力乐高级果胶-青苹果味80ml----352,,3.0000,
353,LT2013----倍力乐优质润滑剂-维E修补型40ml----353,,3.0000,
354,LT2012----倍力乐优质润滑剂-绿茶保湿型40ml----354,,3.0000,
355,LT2011----倍力乐优质润滑剂-芦荟滋养型40ml----355,,3.0000,
356,LT0202----Durex杜蕾斯热感润滑液50ml----356,,3.0000,
357,LT0204----Durex杜蕾斯凉感润滑液50ml----357,,3.0000,
358,LT0203----Durex杜蕾斯快感润滑液50ml----358,,3.0000,
359,"LT2093----愛妃液多功能潤滑液 口交/性交/按摩 潤滑劑200ml裝 鬱金香口味----359",,3.0000,
36,RT0068----意大利棒-兰----36,,3.0000,
360,"LT2092----愛妃液多功能潤滑液 口交/性交/按摩 潤滑劑200ml裝 玫瑰口味----360",,3.0000,
361,"LT2091----愛妃液多功能潤滑液 口交/性交/按摩 潤滑劑200ml裝 綠茶口味----361",,3.0000,
362,"211811----日本進口 蝴蝶極點6階段按摩棒（粉色）----362",,3.0000,
363,"diy02----Lily日本*娃 男用日本高端*實體矽膠娃娃 (161CM)----363",,3.0000,
364,GB0026----岡本點子冰冰10片裝----364,,3.0000,
365,GB0027----冈本暖粒粒3片装----365,,3.0000,
366,hotnew04----日本HOT欲優名器雙穴陰臀倒模自慰器-小泉真希(贈送寫真DVD)----366,,3.0000,
367,CD0301----杜蕾斯摯愛裝避孕套12支----367,,3.0000,
368,CD0300----杜蕾斯有型避孕套12支裝----368,,3.0000,
369,GB0028----冈本暖粒粒10片装----369,,3.0000,
37,RT0067----意大利棒-粉红----37,,3.0000,
370,CD0312----杜蕾斯凸點螺紋避孕套12支裝----370,,3.0000,
371,CD0311----杜蕾斯热感超薄装避孕套12支装----371,,3.0000,
372,hotnew03----日本HOT欲優名器雙穴陰臀倒模自慰器-初美沙希(贈送寫真DVD)----372,,3.0000,
373,GB0030----冈本003(白金超薄)4片装----373,,3.0000,
374,CD0306----杜蕾斯螺纹避孕套12只装----374,,3.0000,
375,CD0309----杜蕾斯凉感装避孕套12只装----375,,3.0000,
376,GB0022----冈本七重保护型12片装----376,,3.0000,
377,CD0307----杜蕾斯激情避孕套12支裝----377,,3.0000,
378,CD0302----杜蕾斯活力避孕套12只裝----378,,3.0000,
379,GB0021----冈本七重保护型3片装----379,,3.0000,
38,OH0313----透明口交器----38,,3.0000,
380,CD0305----杜蕾斯超薄避孕套12支裝----380,,3.0000,
381,CD0303----杜蕾斯草莓果味装避孕套12只----381,,3.0000,
382,CD0304----杜蕾斯love裝安全套10只裝----382,,3.0000,
383,"gino----荷蘭FEELZTOYS吉諾可愛情趣按摩棒 G點按摩女用自慰器----383",,3.0000,
384,MK-A-143----SKY小袋鼠[MK-A-143]----384,,3.0000,
385,MK-A-155----粉色小毛球（3档变频）[MK-A-155]----385,,3.0000,
386,MK-A-088-P----小号G点大拇指(粉色)[MK-A-088-P]----386,,3.0000,
387,MK-A-088-B----小号G点大拇指(蓝色)[MK-A-088-B]----387,,3.0000,
388,MK-A-146----女用粉红G点按摩器[MK-A-146]----388,,3.0000,
389,DS0203----09款高潮喷水电击脉冲器(乳夹加强版)----389,,3.0000,
39,OC0044----第五元素自慰杯----39,,3.0000,
390,DS0205----女性缩阴理疗环----390,,3.0000,
391,GB0031----岡本003(白金超薄)6片裝----391,,3.0000,
392,DS0206----OhMiBod音乐韵律G点棒二代----392,,3.0000,
393,DS0304----固精环（三环）----393,,3.0000,
394,DS0301----電擊脈衝增大延時理療環----394,,3.0000,
395,"GB0024----冈本Big Boy10片装----395",,3.0000,
396,"rt0925----日本TRIPLE LOCKMAN 男用震蛋 (龜頭快感)----396",,3.0000,
397,DSXXXX----荧光情趣色子----397,,3.0000,
398,"DS0886----凯斯芙 护茎啫喱 消毒润滑剂----398",,3.0000,
399,"DS0885----凯斯芙 含情卫士 口交消毒液----399",,3.0000,
4,ECS000611----小青蛙后庭串珠（黑）----4,,3.0000,
40,OH0345----Cyber皮肤冰·肛交器----40,,3.0000,
400,GB0037----冈本003(黄金超薄)10片装----400,,3.0000,
401,"DS0884----凯斯芙 维肤喷剂 防止性疾病通过身体传播----401",,3.0000,
402,"DS0883----凯斯芙 她洗液 女士泡沫洗液----402",,3.0000,
403,"DS0882----凯斯芙 他洗液 男士泡沫洗液----403",,3.0000,
404,"DS0881----凯斯芙 情趣用具消毒喷剂----404",,3.0000,
405,"diy03----LuLu日本*娃 男用日本高端*實體矽膠娃娃 (161CM)----405",,3.0000,
406,DS0107----小巧AV按摩棒----406,,3.0000,
407,DS0106----12频超迷你AV棒（兰）----407,,3.0000,
408,DS0105----12频超迷你AV棒（黑）----408,,3.0000,
409,DS0104----12频超迷你AV棒（粉）----409,,3.0000,
41,OH0344----Cyber皮肤冰·口交器----41,,3.0000,
410,DS0103----12频超迷你AV棒（白）----410,,3.0000,
411,RT0343----吸血蝙蝠-粉单跳----411,,3.0000,
412,RT0409----小粉蛇长跳蛋----412,,3.0000,
413,RT0342----吸血蝙蝠-兰双跳----413,,3.0000,
414,RT0444----调情小知了-粉----414,,3.0000,
415,GB0032----冈本003(白金超薄)10片装----415,,3.0000,
416,"OH0704----制服美少女男用自慰器 頂級材質----416",,3.0000,
417,RN0099----[日暮里NPG]神龙套-治疗中老年性功能障碍----417,,3.0000,
418,"ren----日本A-ONE原裝正品LOVE BODY REN透明充氣娃娃 男用器具----418",,3.0000,
419,01130040----爱之吻朱唇口交器----419,,3.0000,
42,OH0343----Cyber皮肤冰-pussy----42,,3.0000,
420,"RMX-2----美国高岛前列腺按摩器 电子脉冲磁疗型 男用G点刺激按摩棒----420",,3.0000,
421,VB0074----纯爱公子转珠按摩棒----421,,3.0000,
422,"we-vibe----加拿大We-Vibe II 男女共用G點陰蒂陰莖共振刺激器----422",,3.0000,
423,OH0146----王者归来男用生榨器----423,,3.0000,
424,HC2101061----炫彩豪華SM系列-拘束手銬(紅)----424,,3.0000,
425,OH0142----体操女の初体验男用自慰器----425,,3.0000,
426,OH0141----泳女の初体验男用自慰器----426,,3.0000,
427,OH0140----制服女の初体验男用自慰器----427,,3.0000,
428,OH0131----AV名模真人倒模（少女型）----428,,3.0000,
429,OH0129----AV女优真人倒模（熟女型）----429,,3.0000,
43,OH0314----天使之爱震动理疗型男用自慰器----43,,3.0000,
430,"hqsp00801----韓國Spider吸附式男用自慰杯 (白色震動款)----430",,3.0000,
431,OH0101----终极新世界男用自慰器----431,,3.0000,
432,OH0100----爆射升天男用自慰器----432,,3.0000,
433,OH0084----名器の称号之宝月公主男用自慰器----433,,3.0000,
434,OH0046----名器之美感男性震动自慰器----434,,3.0000,
435,OH0035----腰上手（仿真震动型男用自慰器）----435,,3.0000,
436,OH0025----手擦姬之爆射三段男用自慰器----436,,3.0000,
437,OH0024----手擦姬之快乐小S男用自慰器----437,,3.0000,
438,OH0023----手擦姬之极上三段男用自慰器----438,,3.0000,
439,OH0010----着工口“小泉彩”男用自慰器----439,,3.0000,
44,OH0319----伊丽莎白透明男用自慰器----44,,3.0000,
440,OH0009----着工口“亚由美”男用自慰器----440,,3.0000,
441,OH0008----着工口“川漱香”男用自慰器----441,,3.0000,
442,OH0007----名器の品格（下付少女型）----442,,3.0000,
443,OH0005----性福黑洞男用自慰器----443,,3.0000,
444,OH0004----快感突起极虐男用自慰器----444,,3.0000,
445,OH0003----新触感非贯通自慰器----445,,3.0000,
446,OH0002----新传说美少女非贯通自慰器（II代）----446,,3.0000,
447,OH0001----进化传说男用自慰器（改良型）----447,,3.0000,
448,OH0006----名器の品格（上付熟女型）[OH0006]----448,,3.0000,
449,VB0082----男の纯情七段双频按摩器----449,,3.0000,
45,"woe002----日本Wild One 男用前列腺按摩器震動棒EneMable Type 2----45",,3.0000,
450,VB0079----新性感带开拓震动按摩器（白）----450,,3.0000,
451,"mycero----荷蘭Feelztoys Mycero 馬斯哥震動手指環 女用陰蒂刺激跳蛋----451",,3.0000,
452,VB0078----新性感带开拓震动按摩器（粉）----452,,3.0000,
453,VB0076----笨小孩震动发光按摩棒----453,,3.0000,
454,VB0072----韩流花美男女用自慰器----454,,3.0000,
455,VB0071----亚洲之星女用震动按摩器----455,,3.0000,
456,VB0064----迷情360水紋強力鑽----456,,3.0000,
457,VB0061----极悦大臣女用自慰器----457,,3.0000,
458,VB0059----大丈夫女用伸缩震动按摩棒----458,,3.0000,
459,oh1487----日本NPG★沖田杏梨名器的證明No.10-K罩杯超美爆乳★女優名器----459,,2.0000,
46,OH0320----吉乃扎透明男用自慰器----46,,3.0000,
460,VB0058----美少女轻型自慰器（粉）----460,,3.0000,
461,VB0057----美少女轻型自慰器（白）----461,,3.0000,
462,"VB0054----日本NPG 三色小精靈震動棒（藍粉綠）----462",,3.0000,
463,VB0053----日本NPG三色小精靈震動棒（粉綠黃）----463,,3.0000,
464,VB0047----新人气双段震动按摩棒（蓝色）----464,,3.0000,
465,VB0046----新人气双段震动按摩棒（粉色）----465,,3.0000,
466,VB0036----震动树瘤凸粒回旋震动器（粉）----466,,3.0000,
467,VB0035----震动树瘤凸粒回旋震动器（白）----467,,3.0000,
468,VB0034----震动螺旋回旋震动器（粉）----468,,3.0000,
469,VB0033----震動螺旋迴旋震動器（白）----469,,3.0000,
47,RT0396----Whisper微型触点跳蛋-兰----47,,3.0000,
470,VB0032----征途勇士女用震动按摩棒（粉）----470,,3.0000,
471,VB0031----征途勇士女用震動按摩棒（白）----471,,3.0000,
472,VB0030----G点热辣探戈（粉）----472,,3.0000,
473,VB0029----G点热辣探戈（白）----473,,3.0000,
474,IA3112----戰斧式AV按摩棒/自慰按摩棒/自慰震動棒/成人用品/性用品----474,,3.0000,
475,"yc022003----英国youcups 万能环 男用自慰飞机杯 锻炼自慰器阴茎刺激按摩器 (蓝色)----475",,3.0000,
476,VB0026----日本NPG絶頂G點追捕手~加強版按摩棒(藍色)----476,,3.0000,
477,VB0025----日本NPG絶頂G點追捕手~加強版按摩棒(粉色)----477,,3.0000,
478,VB0024----G点大拇指（温柔型）（兰）----478,,3.0000,
479,VB0023----二代極點超級震動棒(粉紅)----479,,3.0000,
48,RT0395----Whisper微型触点跳蛋-粉----48,,3.0000,
480,VB0022----未来科技狼牙棒震动女用按摩棒（粉）----480,,3.0000,
481,VB0021----未来科技狼牙棒震动女用按摩棒（白）----481,,3.0000,
482,"335020----日本TH＊ Anal Director 後庭指揮家 ( 5段震動 )藍紅色----482",,3.0000,
483,VB0020----G点魔术师震动女用按摩棒（粉）----483,,3.0000,
484,VB0019----G点魔术师震动女用按摩棒（白）----484,,3.0000,
485,"ok001----日本OKAMOTO岡本 0.01 異次元密著感 超薄保險套 (3片)----485",,3.0000,
486,VB0018----日本龙头龟（白）----486,,3.0000,
487,VB0017----日本龙头龟（粉）----487,,3.0000,
488,"kkplus----英國 kkplus 延時噴劑 無色無味不麻木強效延時 助勃(可口交) 全新配方----488",,3.0000,
489,"VB0016----日本NPG 二代目指蔵深入G點按摩棒----489",,3.0000,
49,OH0334----体育教室-男用自慰器（1）----49,,3.0000,
490,"S7449C----幸福寶盒 美國放縱地帶Funzone 成人用品 冬季戀歌----490",,3.0000,
491,VB0012----日本NPG高潮不求人上下其手按摩器(藍)----491,,3.0000,
492,VB0011----日本NPG高潮不求人上下其手按摩器（粉）----492,,3.0000,
493,VB0008----单身宝贝（绝版射精王）（粉）----493,,3.0000,
494,VB0007----单身宝贝（绝版射精王）（白）----494,,3.0000,
495,"rt0926----日本TRIPLE LOCKMAN 男用陰莖震蛋 (竿快感)----495",,3.0000,
496,VB0006----气金手指I代女用那个按摩棒（兰）----496,,3.0000,
497,VB0005----淘气金手指I代女用那个按摩棒（粉）----497,,3.0000,
498,VB0004----激潮3极点超动感按摩棒（白）----498,,3.0000,
499,"566612----[加拿大BMS] 夜叉震动环 情趣震动环 含三速防水震动器1枚----499",,3.0000,
5,ECS000612----小青蛙后庭串珠（紫）----5,,3.0000,
50,OC0045----生体感男用自慰杯----50,,3.0000,
500,VB0003----激潮3极点超动感按摩棒（兰）----500,,3.0000,
501,VB0002----激潮3极点超动感按摩棒（粉）----501,,3.0000,
502,VB0001----帝国男根女用按摩棒----502,,3.0000,
503,"RT0042----新月跳蛋II （桃心）----503",,3.0000,
504,RT0041----新月跳蛋（粉）----504,,3.0000,
505,RT0040----新月跳蛋（黑）----505,,3.0000,
506,RT0039----新月跳蛋（红）----506,,3.0000,
507,RT0038----新月跳蛋（白）----507,,3.0000,
508,RT0037----新月跳蛋（兰）----508,,3.0000,
509,RT0034----真空震动龟头按摩器----509,,3.0000,
51,"RT0487----R-1 跳蛋专用抓头----51",,3.0000,
510,RT0033----男女兼用尖头白鱼前列腺G点刺激器----510,,3.0000,
511,RT0032----男女兼用尖头红鱼前列腺G点刺激器----511,,3.0000,
512,RT0031----男女兼用大头白鱼前列腺G点刺激器----512,,3.0000,
513,RT0030----男女兼用大头红鱼前列腺G点刺激器----513,,3.0000,
514,"38812----[加拿大BMS] 防水软胶小葡萄串按摩器 强力后庭挑逗拉珠----514",,3.0000,
515,"46614----[加拿大BMS] 宙斯钢珠震动环 情趣震动环 含三速防水震动器1枚----515",,3.0000,
516,"417016----日本TH EROTIC★TOPAZ 春宮黃玉 巨大乳房及完美的陰道一体----516",,3.0000,
517,"56712----[加拿大BMS] 魔鬼头钢珠震动环 情趣震动环 含三速防水震动器1枚----517",,3.0000,
5174,123123,,11.0000,
518,RT0029----男女兼用红头鱼后庭健慰棒----518,,3.0000,
519,"52014----[加拿大BMS] 兔子震动环 情趣震动环 含三速防水震动器1枚----519",,3.0000,
52,RT0484----R-1跳蛋控制器（配专用震蛋）----52,,3.0000,
520,"118012----日本 TH 姫川絵里 超大乳房 充氣女孩----520",,3.0000,
521,"771011----an.an 伊蘭香精安全套 5 片裝----521",,3.0000,
522,RT0028----男女兼用小海豚后庭健慰棒----522,,3.0000,
523,RT0027----多彩7段變頻保齡球震動蛋（黑紋）----523,,3.0000,
524,RT0026----多彩7段变频保龄球震动蛋（小桃心）----524,,3.0000,
525,RT0025----彩纹跳蛋（笑脸）----525,,3.0000,
526,RT0024----彩纹跳蛋（兰五星）----526,,3.0000,
527,RT0023----彩纹跳蛋（星条旗）----527,,3.0000,
528,RT0022----彩纹跳蛋（小桃心）----528,,3.0000,
529,RT0021----彩纹跳蛋（樱桃）----529,,3.0000,
53,AM0590----情趣用品收纳袋-大号----53,,3.0000,
530,RT0020----彩纹跳蛋（黑纹）----530,,3.0000,
531,RT0019----彩纹跳蛋（红纹）----531,,3.0000,
532,RT0018----彩纹跳蛋（黄条）----532,,3.0000,
533,RT0010----第六感高频跳蛋（紫）----533,,3.0000,
534,RT0009----第六感高频跳蛋（白）----534,,3.0000,
535,RT0008----第六感高频跳蛋（兰）----535,,3.0000,
536,RT0007----第六感高頻跳蛋（黃）----536,,3.0000,
537,RT0006----第六感高頻跳蛋（粉）----537,,3.0000,
538,RT0005----第六感高頻跳蛋（紅）----538,,3.0000,
539,RT0004----嘻唰唰阴蒂震动器（粉）----539,,3.0000,
54,OH0335----体育教室-男用自慰器（2）----54,,3.0000,
540,RT0003----嘻唰唰阴蒂震动器（绿）----540,,3.0000,
541,VB0274----天使之翼（白色）[VB0274]----541,,3.0000,
542,GB0029----岡本003(白金超薄)3片裝----542,,3.0000,
543,"usbheat-----USB加熱棒 自慰器 飛機杯自慰軟膠加熱----543",,3.0000,
544,GB0020----冈本浪漫型12片装----544,,3.0000,
545,GB0019----冈本浪漫型3片装----545,,3.0000,
546,GB0016----冈本皇冠型12片装----546,,3.0000,
547,GB0015----冈本皇冠型3片装----547,,3.0000,
548,GB0014----岡本激薄10片裝----548,,3.0000,
549,GB0013----冈本激薄3片装----549,,3.0000,
55,AM0591----情趣用品收纳袋-中号----55,,3.0000,
550,GB0012----冈本冰感平滑10片装----550,,3.0000,
551,"ji1049----情趣制服誘惑 露背學生服學生----551",,3.0000,
552,GB0011----冈本冰感平滑3片装----552,,3.0000,
553,GB0010----冈本至尊10片装----553,,3.0000,
554,GB0009----冈本至尊3片装----554,,3.0000,
555,GB0008----冈本香草10片装----555,,3.0000,
556,GB0007----冈本香草3片装----556,,3.0000,
557,GB0006----冈本橙味超润滑10片装----557,,3.0000,
